siteId,latitude,longitude,dateHrGmt,dateHrLwt,surfaceTemperatureCelsius,surfaceDewpointTemperatureCelsius,surfaceWetBulbTemperatureCelsius,relativeHumidityPercent,surfaceAirPressureKilopascals,windSpeedKph,windDirectionDegrees,cloudCoveragePercent,precipitationPreviousHourMillimeters,directNormalIrradianceWsqm,downwardSolarRadiationWsqm,diffuseHorizontalRadiationWsqm,windChillTemperatureCelsius,apparentTemperatureCelsius,snowfallCentimeters,heatIndexCelsius,mslPressureKilopascals,surfaceWindGustsKph,referenceEvapotranspirationMillimetersPerHour
2252936388,41.6705,-4.76593,01/01/2024 0:00,01/01/2024 1:00,3.6,1.2,2.1,84,92.88,5.8,256,100,0.0254,0,0,0,2.2,2.2,,3.6,102.14,12.6,
2252936388,41.6705,-4.76593,01/01/2024 1:00,01/01/2024 2:00,3.3,1.2,2,86,92.83,4.7,224,92,0.0254,0,0,0,3.3,3.3,,3.3,102.09,10.8,
2252936388,41.6705,-4.76593,01/01/2024 2:00,01/01/2024 3:00,2.3,0.6,1.2,88,92.81,6.5,222,64,0,0,0,0,0.4,0.4,,2.3,102.08,11.2,
2252936388,41.6705,-4.76593,01/01/2024 3:00,01/01/2024 4:00,1.2,-0.3,0.2,90,92.82,6.5,229,58,0.0254,0,0,0,-0.8,-0.8,,1.2,102.11,10.8,
2252936388,41.6705,-4.76593,01/01/2024 4:00,01/01/2024 5:00,0.8,-0.4,0,91,92.84,5.8,230,86,0.0254,0,0,0,-1,-1,,0.8,102.13,11.2,
2252936388,41.6705,-4.76593,01/01/2024 5:00,01/01/2024 6:00,0.9,-0.3,0.1,91,92.85,5.8,240,98,0,0,0,0,-0.9,-0.9,,0.9,102.15,11.2,
2252936388,41.6705,-4.76593,01/01/2024 6:00,01/01/2024 7:00,0.7,-0.4,-0.1,92,92.87,5,222,81,0,0,0,0,-0.8,-0.8,,0.7,102.18,10.4,
2252936388,41.6705,-4.76593,01/01/2024 7:00,01/01/2024 8:00,0.7,-0.3,0,93,92.9,5.8,210,6,0,0,0,0,-1.2,-1.2,,0.7,102.23,10.8,
2252936388,41.6705,-4.76593,01/01/2024 8:00,01/01/2024 9:00,0.6,-0.3,-0.1,93,92.95,6.8,205,1,0,1,1,1,-1.7,-1.7,,0.6,102.29,12.6,
2252936388,41.6705,-4.76593,01/01/2024 9:00,01/01/2024 10:00,1.3,0.6,0.7,95,92.98,9.4,200,1,0,216,72,27,-1.6,-1.6,,1.3,102.33,17.3,
