siteId,latitude,longitude,dateHrGmt,dateHrLwt,surfaceTemperatureCelsius,surfaceDewpointTemperatureCelsius,surfaceWetBulbTemperatureCelsius,relativeHumidityPercent,surfaceAirPressureKilopascals,windSpeedKph,windDirectionDegrees,cloudCoveragePercent,precipitationPreviousHourMillimeters,directNormalIrradianceWsqm,downwardSolarRadiationWsqm,diffuseHorizontalRadiationWsqm,windChillTemperatureCelsius,apparentTemperatureCelsius,snowfallCentimeters,heatIndexCelsius,mslPressureKilopascals,surfaceWindGustsKph,referenceEvapotranspirationMillimetersPerHour
2252936388,41.6705,-4.76593,01/01/2022 0:00,01/01/2022 1:00,4.6,2.2,3.1,84,93.75,7.2,169,27,0,0,0,0,2.8,2.8,,3.3,102.81,13,
2252936388,41.6705,-4.76593,01/01/2022 1:00,01/01/2022 2:00,4.1,2.1,2.9,86,93.73,7.6,175,68,0,0,0,0,2.2,2.2,,4.1,102.8,12.2,
2252936388,41.6705,-4.76593,01/01/2022 2:00,01/01/2022 3:00,3.8,2.3,2.8,89,93.73,7.2,171,63,0,0,0,0,2,2,,3.8,102.8,11.9,
2252936388,41.6705,-4.76593,01/01/2022 3:00,01/01/2022 4:00,3.1,1.8,2.2,91,93.73,6.8,162,43,0,0,0,0,1.2,1.2,,3.1,102.8,11.9,
2252936388,41.6705,-4.76593,01/01/2022 4:00,01/01/2022 5:00,2.4,1.2,1.6,92,93.73,7.9,156,50,0,0,0,0,0.1,0.1,,2.4,102.81,11.9,
2252936388,41.6705,-4.76593,01/01/2022 5:00,01/01/2022 6:00,1.7,0.5,0.9,91,93.72,8.6,147,68,0,0,0,0,-0.9,-0.9,,1.7,102.81,12.6,
2252936388,41.6705,-4.76593,01/01/2022 6:00,01/01/2022 7:00,1.4,0.1,0.6,91,93.71,8.6,135,87,0,0,0,0,-1.2,-1.2,,1.4,102.79,11.5,
2252936388,41.6705,-4.76593,01/01/2022 7:00,01/01/2022 8:00,1.6,0,0.6,89,93.74,8.3,127,96,0,0,0,0,-0.9,-0.9,,1.6,102.82,11.5,
2252936388,41.6705,-4.76593,01/01/2022 8:00,01/01/2022 9:00,1.6,-0.2,0.5,88,93.73,7.9,123,94,0,0,1,1,-0.9,-0.9,,1.6,102.8,11.5,
2252936388,41.6705,-4.76593,01/01/2022 9:00,01/01/2022 10:00,3.7,0.9,2,81,93.78,6.8,126,95,0,119,64,39,2,2,,3.7,102.84,12.2,
2252936388,41.6705,-4.76593,01/01/2022 10:00,01/01/2022 11:00,7.5,2.2,4.5,69,93.8,5,128,98,0,342,190,84,6.9,6.9,,6.1,102.87,13.7,
2252936388,41.6705,-4.76593,01/01/2022 11:00,01/01/2022 12:00,10.3,2.9,6.3,60,93.78,4.3,135,92,0,418,286,126,10.3,10.3,,8.9,102.85,14,
2252936388,41.6705,-4.76593,01/01/2022 12:00,01/01/2022 13:00,13,4,8.1,54,93.74,5.4,156,84,0,574,366,128,13,13,,11.8,102.82,15.1,
2252936388,41.6705,-4.76593,01/01/2022 13:00,01/01/2022 14:00,15.4,4.3,9.5,47,93.67,5.8,170,83,0,687,396,117,15.4,15.4,,14.2,102.73,15.8,
2252936388,41.6705,-4.76593,01/01/2022 14:00,01/01/2022 15:00,16.6,4.7,10.2,45,93.62,5.4,179,94,0,606,350,134,16.6,16.6,,15.5,102.66,14.8,
2252936388,41.6705,-4.76593,01/01/2022 15:00,01/01/2022 16:00,16.7,5.4,10.5,47,93.57,4.7,176,96,0,640,277,104,16.7,16.7,,15.7,102.6,11.9,
2252936388,41.6705,-4.76593,01/01/2022 16:00,01/01/2022 17:00,15.4,5.1,9.8,50,93.58,6.5,153,89,0,502,156,72,15.4,15.4,,14.3,102.6,11.5,
2252936388,41.6705,-4.76593,01/01/2022 17:00,01/01/2022 18:00,12.4,4.3,8,57,93.58,9.7,151,98,0,300,37,22,12.4,12.4,,11.2,102.59,14,
2252936388,41.6705,-4.76593,01/01/2022 18:00,01/01/2022 19:00,11.1,3.9,7.1,60,93.58,11.2,162,95,0,0,0,0,11.1,11.1,,9.9,102.59,15.5,
2252936388,41.6705,-4.76593,01/01/2022 19:00,01/01/2022 20:00,10.1,3.7,6.6,64,93.59,9,175,98,0,0,0,0,10.1,10.1,,8.9,102.59,14.8,
2252936388,41.6705,-4.76593,01/01/2022 20:00,01/01/2022 21:00,9,3.5,5.9,68,93.61,9.7,182,93,0,0,0,0,7.5,7.5,,7.7,102.62,16.2,
2252936388,41.6705,-4.76593,01/01/2022 21:00,01/01/2022 22:00,7.5,3.3,5.1,75,93.63,9.4,184,98,0,0,0,0,5.7,5.7,,6.2,102.66,16.6,
2252936388,41.6705,-4.76593,01/01/2022 22:00,01/01/2022 23:00,7.6,3.2,5,73,93.67,10.1,186,94,0,0,0,0,5.7,5.7,,6.3,102.72,16.9,
2252936388,41.6705,-4.76593,01/01/2022 23:00,01/02/2022 0:00,7.1,3,4.7,75,93.68,10.4,189,94,0,0,0,0,5.1,5.1,,5.8,102.75,17.3,
2252936388,41.6705,-4.76593,01/02/2022 0:00,01/02/2022 1:00,6.7,2.6,4.4,74,93.68,10.1,196,98,0,0,0,0,4.7,4.7,,5.4,102.76,17.3,
2252936388,41.6705,-4.76593,01/02/2022 1:00,01/02/2022 2:00,6.4,2,3.9,73,93.68,10.1,196,100,0,0,0,0,4.3,4.3,,5,102.75,16.6,
2252936388,41.6705,-4.76593,01/02/2022 2:00,01/02/2022 3:00,6.1,1.7,3.6,73,93.65,10.4,194,96,0,0,0,0,3.8,3.8,,4.7,102.73,16.6,
2252936388,41.6705,-4.76593,01/02/2022 3:00,01/02/2022 4:00,6.1,1.9,3.7,74,93.69,9.4,202,100,0,0,0,0,4.1,4.1,,4.7,102.77,16.6,
2252936388,41.6705,-4.76593,01/02/2022 4:00,01/02/2022 5:00,5.9,1.7,3.5,74,93.67,8.6,204,100,0,0,0,0,4.1,4.1,,4.5,102.76,16.6,
2252936388,41.6705,-4.76593,01/02/2022 5:00,01/02/2022 6:00,5.7,1.7,3.4,75,93.67,8.3,199,96,0,0,0,0,3.9,3.9,,4.3,102.76,16.2,
2252936388,41.6705,-4.76593,01/02/2022 6:00,01/02/2022 7:00,5.6,1.5,3.3,74,93.68,7.9,197,100,0,0,0,0,3.8,3.8,,4.2,102.78,14.8,
2252936388,41.6705,-4.76593,01/02/2022 7:00,01/02/2022 8:00,5.3,1.6,3.2,77,93.75,7.9,201,99,0,0,0,0,3.5,3.5,,3.9,102.86,13.7,
2252936388,41.6705,-4.76593,01/02/2022 8:00,01/02/2022 9:00,5.8,2,3.6,76,93.8,7.9,212,96,0,0,1,1,4.1,4.1,,4.4,102.92,13.7,
2252936388,41.6705,-4.76593,01/02/2022 9:00,01/02/2022 10:00,7.1,2.4,4.4,72,93.86,7.2,218,98,0,28,37,31,5.8,5.8,,5.7,102.99,13.7,
2252936388,41.6705,-4.76593,01/02/2022 10:00,01/02/2022 11:00,9.3,3.2,5.9,65,93.88,6.1,193,96,0,135,99,57,8.6,8.6,,8,103,15.8,
2252936388,41.6705,-4.76593,01/02/2022 11:00,01/02/2022 12:00,11.1,4.3,7.3,62,93.86,6.8,196,81,0,248,193,98,11.1,11.1,,9.9,102.98,17.6,
2252936388,41.6705,-4.76593,01/02/2022 12:00,01/02/2022 13:00,12.7,5.4,8.6,61,93.83,8.3,208,57,0.0254,372,265,110,12.7,12.7,,11.6,102.94,19.8,
